filename,lm_simplewiki,lm_enwiki
clueweb12-0500wb-43-24662,-2481.404,-2517.068
clueweb12-0203wb-75-11040,-1617.994,-1646.197
clueweb12-0209wb-96-04800,-1105.738,-1181.564
clueweb12-0111wb-61-25958,-9819.979,-10467.235
clueweb12-1200tw-51-08305,-845.965,-956.088
clueweb12-0105wb-50-17160,0.000,0.000
clueweb12-0713wb-96-14244,-2189.687,-2201.307
clueweb12-1507wb-95-11841,-123132.961,-132264.578
clueweb12-1308wb-32-30726,-2779.233,-2914.984
clueweb12-1315wb-74-10900,-272.172,-277.798
clueweb12-0105wb-52-31499,-487.370,-536.538
clueweb12-1109wb-68-26339,0.000,0.000
clueweb12-0305wb-18-00223,-16814.301,-17312.301
clueweb12-1118wb-76-07991,-8193.438,-8641.221
clueweb12-1904wb-23-12545,-2474.071,-2605.851
clueweb12-0301wb-13-32639,-1988.362,-2204.586
clueweb12-0917wb-29-26056,-2920.104,-3000.379
clueweb12-1813wb-94-13916,-132.766,-136.871
clueweb12-1613wb-39-23792,-27610.402,-29823.939
clueweb12-1212wb-36-31650,0.000,0.000
clueweb12-1113wb-64-24999,-16617.512,-16681.125
clueweb12-0103wb-64-14644,-2922.338,-3011.457
clueweb12-0403wb-03-02377,-2972.143,-3216.591
clueweb12-1107wb-75-24048,-1067.548,-1132.326
clueweb12-1107wb-87-13392,-3244.382,-3376.770
clueweb12-0407wb-02-21690,-1264.713,-1358.701
clueweb12-0500wb-83-11880,-2400.836,-2463.765
clueweb12-1707wb-46-18181,-23138.215,-25068.648
clueweb12-1202wb-47-30189,-2079.126,-2218.293
clueweb12-0111wb-41-16007,-27437.160,-29588.863
clueweb12-1315wb-53-09362,-3087.055,-3248.320
clueweb12-1503wb-97-09642,-197.498,-216.728
clueweb12-0100wb-59-06400,0.000,0.000
clueweb12-0112wb-34-03747,-4082.381,-4290.611
clueweb12-0209wb-12-09790,-24432.119,-26587.215
clueweb12-1806wb-09-02751,0.000,0.000
clueweb12-0813wb-68-13603,-4607.338,-4848.166
clueweb12-0201wb-02-00181,-1108.364,-1179.716
clueweb12-0104wb-80-08502,-1693.426,-1767.153
clueweb12-0400tw-35-14046,-1299.236,-1419.708
clueweb12-1715wb-58-20440,-11964.680,-12025.627
clueweb12-1505wb-57-13809,-3941.545,-4224.460
clueweb12-1906wb-44-28735,-2444.833,-2610.466
clueweb12-0703wb-95-10531,-2189.164,-2245.014
clueweb12-0200wb-50-18612,-1066.168,-1151.661
clueweb12-1500wb-91-20943,-8045.396,-8588.886
clueweb12-0010wb-90-07937,-675.899,-710.812
clueweb12-0206wb-45-24309,-2475.984,-2561.696
clueweb12-1800wb-03-15920,-582.161,-591.768
clueweb12-0308wb-46-00475,-4303.721,-4586.480
clueweb12-1804wb-11-03214,-1675.016,-1730.113
clueweb12-1210wb-86-23159,-14728.751,-15594.886
clueweb12-1205wb-80-15409,-1698.266,-1688.658
clueweb12-0311wb-88-22270,0.000,0.000
clueweb12-1412wb-68-06823,-5408.380,-5829.354
clueweb12-1104wb-00-19576,-6197.025,-6385.625
clueweb12-0200tw-92-12817,-417.491,-442.820
clueweb12-1813wb-36-19822,0.000,0.000
clueweb12-1713wb-74-23566,-8025.398,-8402.390
clueweb12-0817wb-49-25652,-975.850,-1062.626
clueweb12-0612wb-20-16567,-520.041,-565.041
clueweb12-0919wb-17-17686,-91443.164,-92157.375
clueweb12-0603wb-92-12680,-3784.496,-4013.708
clueweb12-0707wb-87-15027,-2259.823,-2407.790
clueweb12-0307wb-02-00433,0.000,0.000
clueweb12-1209wb-60-00850,-417.172,-409.063
clueweb12-0511wb-79-23524,-1070.716,-1104.994
clueweb12-0209wb-87-14724,-697.527,-720.871
clueweb12-1507wb-30-16983,-2688.121,-2815.325
clueweb12-1613wb-11-02798,-31577.586,-32721.893
clueweb12-0203wb-20-07918,-4429.921,-4595.238
clueweb12-0305wb-57-14156,-515.356,-549.393
clueweb12-1301wb-06-09148,-332.067,-351.359
clueweb12-0412wb-20-23019,-41589.559,-44621.949
clueweb12-1406wb-09-29722,-959.225,-1036.481
clueweb12-1211wb-27-18991,-21303.268,-22615.445
clueweb12-1608wb-13-07948,-2071.614,-2206.649
clueweb12-0109wb-47-12183,-157.438,-164.722
clueweb12-1608wb-40-02379,-2121.670,-2268.250
clueweb12-1005wb-31-28671,-3579.317,-3704.900
clueweb12-1613wb-63-22065,-1984.383,-2217.928
clueweb12-0914wb-05-14425,-102758.484,-110680.578
clueweb12-0701wb-87-34507,-2163.334,-2330.232
clueweb12-1510wb-63-03393,-1026.143,-1040.460
clueweb12-0608wb-63-07397,-18949.480,-20456.344
clueweb12-0702wb-26-03130,0.000,0.000
clueweb12-1106wb-87-11804,-62801.461,-64523.297
clueweb12-1405wb-98-22012,-924.981,-1030.374
clueweb12-0701wb-75-25926,-1475.756,-1513.109
clueweb12-0205wb-21-04546,-785.134,-790.661
clueweb12-0402wb-82-31224,-7363.541,-7924.725
clueweb12-1213wb-05-00162,0.000,0.000
clueweb12-0907wb-15-10408,-3007.329,-3138.182
clueweb12-0602wb-35-04346,-2779.699,-2871.677
clueweb12-1713wb-77-28840,-5091.104,-5262.278
clueweb12-0816wb-25-03751,-2415.450,-2491.492
clueweb12-0204wb-87-00321,-17747.871,-17862.445
clueweb12-1707wb-05-25313,-590.827,-551.031
clueweb12-0207wb-35-15813,-2697.042,-2791.504
clueweb12-0711wb-75-28927,-1181.669,-1219.468
clueweb12-0715wb-30-12156,-2064.777,-2195.909
clueweb12-1106wb-73-24092,-3328.759,-3548.814
clueweb12-0913wb-13-29619,-7494.661,-7986.479
clueweb12-1806wb-13-08324,-292.530,-316.683
clueweb12-1814wb-30-05336,-35779.211,-38050.125
clueweb12-0202wb-22-25057,0.000,0.000
clueweb12-0108wb-23-29722,-1962.183,-2033.322
clueweb12-1707wb-81-04568,-1876.481,-2030.031
clueweb12-0100tw-16-19351,-2759.584,-2827.784
clueweb12-0510wb-51-31145,0.000,0.000
clueweb12-0307wb-75-08848,-202.170,-209.202
clueweb12-0104wb-92-26457,0.000,0.000
clueweb12-0202wb-49-12079,-525.712,-489.643
clueweb12-0005wb-54-24693,-4755.403,-4861.888
clueweb12-0200wb-12-12992,-5960.955,-5865.651
clueweb12-0802wb-79-01355,-1223.705,-1332.197
clueweb12-0505wb-29-03380,-18602.678,-18831.809
clueweb12-0816wb-37-17833,-15237.330,-16171.104
clueweb12-1713wb-96-12628,-138.002,-137.520
clueweb12-1506wb-25-07894,-11296.896,-11843.737
clueweb12-1311wb-52-27513,-1850.977,-1895.397
clueweb12-0603wb-21-31349,-1775.680,-1780.382
clueweb12-0208wb-22-25847,-9756.797,-10601.979
clueweb12-1306wb-34-20285,-8888.373,-9434.246
clueweb12-1701wb-89-12076,-1596.756,-1593.043
clueweb12-0606wb-02-08055,-2567.022,-2632.341
clueweb12-0306wb-51-00055,-679.206,-721.110
clueweb12-1604wb-92-18188,-438.337,-426.507
clueweb12-1707wb-28-11842,-470.404,-488.546
clueweb12-0404wb-18-20481,-423.667,-446.768
clueweb12-1402wb-85-10092,-742.905,-793.251
clueweb12-1218wb-48-21641,-9564.677,-10375.812
clueweb12-0301wb-42-29836,0.000,0.000
clueweb12-0815wb-21-26908,-9403.271,-9417.447
clueweb12-1011wb-57-08506,0.000,0.000
clueweb12-0404wb-91-22375,-3233.642,-3477.866
clueweb12-0308wb-38-18864,-6927.303,-7415.023
clueweb12-1705wb-05-16325,-3149.639,-3312.597
clueweb12-1201wb-94-20949,-252.905,-250.909
clueweb12-0205wb-75-26985,0.000,0.000
clueweb12-1810wb-46-01720,-3375.467,-3454.178
clueweb12-0209wb-06-31053,0.000,0.000
clueweb12-0302wb-59-07897,-2437.732,-2542.492
clueweb12-0805wb-88-00708,0.000,0.000
clueweb12-0807wb-58-10307,-1822.941,-1849.234
clueweb12-0206wb-37-18051,-26470.717,-27151.438
clueweb12-1610wb-90-11449,0.000,0.000
clueweb12-0107wb-76-20919,-10022.975,-10737.434
clueweb12-1714wb-81-04631,0.000,0.000
clueweb12-1803wb-63-07612,-3768.719,-3846.619
clueweb12-0501wb-77-29908,-2175.979,-2283.335
clueweb12-0102wb-03-21060,-1741.447,-1744.897
clueweb12-1809wb-86-03072,-1313.156,-1314.889
clueweb12-1611wb-20-09765,-1687.840,-1784.604
