stoke adams syndrome,0.0
stokes adams attacks,0.0
stokes adams syndrome,0.0
stokes adams attack,0.0
stokes adams attacks,0.46375
stokes adams syndrome,0.0
addison disease,0.34833288100000004
addison s disease,0.40655133600000004
addison s diseases,0.0
addisons disease,0.34833288100000004
addisons s disease,0.0
disease addisons,0.0
primary adrenal insufficiency,0.0
aden,0.2607
adenine,0.099734275
vitamin b4,0.33565
adenitis,0.250459965
adenocarcinoma,0.441639182
adenocarcinomas,0.371358774
papillary adenocarcinoma,0.239622417
adenoidectomy,0.42253791399999996
adenoidectomy procedure,0.4795
adenoiditis,0.19878068899999998
adenoid,0.318471033
adenoidal,0.23095
adenoids,0.30148068899999997
pharyngeal tonsil,0.4619
pharyngeal tonsils,0.4619
adenolymphoma,0.07305
tumor warthin s,0.1461
tumor warthins,0.1461
tumors warthin s,0.1461
warthin tumor,0.11365
warthin s tumor,0.276470368
warthin s tumour,0.1461
adenoma,0.317828232
adenomas,0.288042349
adenomas benign,0.2736
benign adenoma,0.2736
tumor of the gland,0.2736
adenomatosis,0.423958968
adenosarcoma,0.14335
ademosine,0.297
adenosine,0.548038018
amp cyclic,0.0
cyclic adenosine monophosphate,0.0
cyclic adenosine monophosphate,0.0
cyclic amp,0.0
adenosine deaminase,0.219345047
adenosine diphosphate,0.3339
adenosine diphosphate,0.3339
adp,0.398974095
adenosine monophosphate,0.3945
adenosine monophosphate,0.3945
amp,0.582587108
adenosine triphosphate,0.205821452
adenosine triphosphate,0.285
atp,0.38046051299999994
adenoviral,0.19935
adenoviridae,0.3987
adenovirus,0.365958561
adenoviruses,0.4412
abnormal attachment of organs or body parts,0.369
adhesion,0.532089758
adhesions,0.47019317200000005
adhesiveness,0.07735
adhesive,0.546689758
adhesive materials,0.3982
adhesives,0.546689758
adie holmes syndrome,0.3302
adie syndrome,0.61175
adie s syndrome,0.3302
holmes adie syndrome,0.3302
holmes adie syndrome,0.3302
adipex p,0.0
adipose tissue,0.612746027
adipose tissues,0.6386
fat tissue,0.6268341270000001
fat tissues,0.6386
fatty tissue,0.61936051
fatty tissues,0.6386
tissue fatty,0.6386
tissues fatty,0.6386
adiposis dolorosa,0.18367749
dercum disease,0.3804
dercum s disease,0.3804
dercum s disease,0.395618002
dercums disease,0.485427699
lipomatosis dolorosa,0.3804
adjustments,0.673462175
adjustment disorder,0.566937264
adjustment disorders,0.57455
adjustment reaction,0.5021
adjustment reactions,0.5021
reaction adjustment,0.5021
reactive disorder,0.5021
adjuvant,0.389754204
adjuvanted,0.2879
adjuvants,0.2879
immune adjuvant,0.2879
immunomodulator,0.195245105
immunomodulators,0.161496737
immunopotentiator,0.2879
immunostimulant,0.2879
immunostimulants,0.2879
administration,0.7700036640000001
administration executive duty,0.5103
inhalant,0.597211036
inhalation administration,0.5121
adolescence,0.856871223
adolescences,0.857906835
teen,0.8917678459999999
teen age,0.864524172
teen age,0.544764743
teenage,0.8829344709999999
teenager,0.8744017070000001
teenagers,0.8829344709999999
teenages,0.8744017070000001
teens,0.8917678459999999
youth,0.925723935
adolescent medicine,0.7017087059999999
adolescent female,0.5557
adolescent females,0.5557
adolescent girl,0.5557
adolescent girls,0.660890538
adolescents female,0.5557
female adolescent,0.5557
female adolescents,0.5557
adolescent boy,0.5858
adolescent boys,0.6816
adolescent male,0.5858
adolescent males,0.5858
adolescents male,0.5858
male adolescent,0.5858
adoption,0.797119957
adoptions,0.6481
adrenal cortex,0.481317116
adrenal cortex hormones,0.4183
adrenal cortical hormone,0.4183
adrenocorticosteroids,0.4183
corticoid,0.261293447
corticoids,0.413295631
corticosteroid,0.38201581700000004
corticosteroids,0.452710544
adrenal disease,0.5309236310000001
adrenal disease gland,0.3337
adrenal disease glands,0.3337
adrenal diseases,0.3337
adrenal diseases gland,0.3337
adrenal disorder,0.4912
adrenal disorder gland,0.3337
adrenal disordered,0.3337
adrenal disorders,0.44206397399999997
adrenal disorders gland,0.3337
adrenal gland disease,0.3337
adrenal gland diseases,0.514298581
adrenal gland disorder,0.3337
adrenal gland disorders,0.436857555
adrenal glands disorders,0.3337
disease of adrenal gland,0.3337
diseases adrenal glands,0.3337
disorders of adrenal glands,0.3337
adrenal cortex hyperfunction,0.3205
adrenal cortical hyperfunction,0.3205
adrenal gland hyperfunction,0.3205
adrenocortical hyperfunction,0.3205
cortisol overproduction,0.3205
hyperadrenalism,0.4655
hyperadrenocorticism,0.16025
hypercorticism,0.16025
hypercortisolism,0.160732729
overproduction of cortisol,0.3205
adrenal failure,0.4022
adrenal hypofunction,0.4022
adrenal hypofunctions,0.4022
adrenal insufficiencies,0.4022
adrenal insufficiency,0.48871058799999995
insufficiency adrenal,0.4022
adrenal gland neoplasm,0.4949
adrenal gland neoplasms,0.4949
adrenal gland tumor,0.483198675
adrenal gland tumors,0.483198675
adrenal gland tumour,0.4949
adrenal gland tumours,0.4949
adrenal glands tumor,0.4949
adrenal glands tumors,0.4949
adrenal neoplasm,0.4949
adrenal neoplasms,0.4949
adrenal tumor,0.539570235
adrenal tumors,0.49030535299999994
adrenal tumour,0.4949
adrenal tumours,0.4949
tumor adrenal gland,0.4949
tumor of adrenal gland,0.56735
adrenal gland,0.484037658
adrenal glands,0.475425105
adrenals glands,0.4372
bilateral adrenal gland,0.4372
both adrenal glands,0.4372
gland adrenal,0.4372
gland suprarenal,0.4372
glands suprarenal,0.4372
suprarenal gland,0.4372
adrenal congenital hyperplasia,0.2933
adrenal virilism,0.2933
adrenogenital syndrome,0.449849049
androgenital syndrome,0.39715
congenital adrenal hyperplasia,0.296606628
hyperplasia adrenal congenital,0.2933
hyperplasia congenital adrenal,0.2933
adrenal medulla,0.429335914
adrenalectomies,0.2856
adrenalectomy,0.142106232
adrenergic agent,0.2805
adrenergic agents,0.2805
adrenergic drug,0.2805
adrenergic drugs,0.3868
adrenergics,0.276124808
adrenergic agent alpha blocking,0.27699999999999997
adrenergic alpha blockers,0.27699999999999997
agent alpha adrenoceptor blocking,0.27699999999999997
alpha adrenergic antagonists,0.27699999999999997
alpha adrenergic blocker,0.27699999999999997
alpha adrenergic blockers,0.27699999999999997
alpha adrenergic blocking agents,0.27699999999999997
alpha blocker,0.466109624
alpha blockers,0.40496443600000004
alpha adrenergic blockers,0.27699999999999997
alpha adrenergic blocking agents,0.27699999999999997
agonists beta adrenergic receptor,0.3207
beta adrenergic agonist,0.3207
beta adrenergic agonists,0.3207
beta adrenergic agonist,0.3207
beta adrenergic agonists,0.3207
adrenergic beta antagonist,0.4022
adrenergic beta blockers,0.4022
adrenergic beta antagonists,0.2011
agents beta adrenergic blocking,0.4022
agents beta blocking,0.4022
agents beta adrenergic blocking,0.4022
beta adrenergic antagonist,0.4022
beta adrenergic blocker,0.4022
beta adrenergic blockers,0.4022
beta adrenergic blocking agents,0.4022
beta blocker,0.545341245
beta blockers,0.545341245
beta adrenergic blockers,0.4022
beta adrenergic blocking agent,0.4022
beta adrenergic blocking agents,0.498845886
beta blocker,0.38300982899999997
beta blocking agent,0.4022
blocker beta,0.4022
blockers beta,0.4022
adrenergic agonist,0.0
adrenergic agonists,0.0
adrenomimetic,0.0
agonists adrenergic,0.0
acth,0.207717879
acth hormone,0.2128
adrenocorticotrophic hormone,0.2128
adrenocorticotropic hormone,0.2128
adrenocorticotropic hormone,0.2128
adrenocorticotropin,0.2128
corticotrophin,0.2128
corticotrophins,0.2128
corticotropin,0.152316433
corticotropins,0.2128
adsorption,0.28685
adult,0.972807128
adults,0.959210692
adult abuse,0.9039
advance directive,0.6464025170000001
advance directives,0.7180016779999999
advertis,0.6397
advertised,0.6397
advertising,0.793045366
advertisings,0.6397
aedes,0.601236772
friedlander s bacillus,0.3288
klebsiella pneumoniae,0.406529711
aerobic exercise,0.658457731
aerobic exercises,0.6782
aerobics,0.672586864
aerobics exercise,0.6782
exercise aerobic,0.6782
aeromonas,0.072610754
aerophagia,0.524931032
aerophagy,0.6164
air swallow,0.6164
air swallowing,0.7178
swallow air,0.6164
swallowing air,0.6164
aerosol,0.474117955
aerosols,0.4089
b polymyxin sulfates,0.18
polymyxin b sulfate,0.30782779899999996
polymyxin b sulphate,0.18
emotional affect,0.594679385
afghanistan,0.719339886
afibrinogenaemia,0.5065
afibrinogenemia,0.5065
factor i deficiency,0.65385
aflatoxin,0.393417788
aflatoxins,0.42051185799999996
africa,0.9243389129999999
africas,1.0
after care,0.708015352
after treatment,0.5724
after treatments,0.5724
aftercare,0.531608836
care after,0.653913081
treatment after,0.5724
afterimage,0.0
agammaglobulinaemia,0.0
agammaglobulinemia,0.206402318
agar,0.452041615
agars,0.517
agaricus,0.309148623
age,0.99575713
ages,0.993635695
adult older,1.0
adults older,1.0
aged,0.993635695
aged persons,0.8331735240000001
elderlies,0.902558228
elderly,0.901705485
elderlying,0.902558228
elderlys,0.902558228
geriatric,0.773606715
geriatrics,0.7104100729999999
older adult,0.8345870440000001
ageusia,0.45968025100000004
gustatory anesthesia,0.7863
loss of sense taste,0.7863
loss of taste,0.54605
loss taste,0.6980552
taste loss,0.7863
agglutination,0.325990491
agglutinations,0.2955
agglutination assay,0.5114
agglutination reaction,0.5114
agglutination reactions,0.5114
agglutination test,0.5114
agglutination testing,0.5114
agglutination tests,0.71755
agglutinin,0.19517663100000002
agglutinins,0.31148442
aggression,0.624004448
aggressive,0.716002965
aggressive behavior,0.656015407
aggressive behaviors,0.4789
aggressive behaviour,0.4789
aggressive behaviours,0.4789
violent aggressive behavior,0.4789
ageing,0.993635695
aging,0.993635695
agnogenic myeloid metaplasia,0.08191435
agnosia,0.41098279200000004
agnosias,0.535
agoraphobia,0.554118476
agoraphobias,0.5645
fear of open spaces,0.5645
fear open spaces,0.5645
agranulocytoses,0.3177
agranulocytosi,0.3177
agranulocytosis,0.30634662
agraphia,0.12452552300000001
agriculture,0.770224756
aids dementia,0.556950014
aids dementia complex,0.570282928
aids related dementia,0.4087
dementia aids,0.4087
dementia hiv,0.4087
hiv dementia,0.44266202299999996
aids serology,0.42445
aid complex related,0.4585
aids related complex,0.4585
aids related complex,0.5920000000000001
aids related complex,0.4585
air,0.984752325
airs,1.0
air bubble,0.55586393
air conditioning,0.910216207
air pollutants,0.6861
air contaminated,1.0
air pollution,0.860606612
air pollutions,1.0
aircraft,0.74165
aircrafts,0.5833
air sickness,0.35885
airsickness,0.2922
airway obstruction,0.62457899
airway obstructions,0.6145
airways obstruction,0.6145
obstruction airway,0.6145
respiratory obstruction,0.6145
airway resistance,0.506115944
alabama,0.734472192
alabamas,0.6759
ala,0.599812224
alanine,0.370280954
l alanine,0.3985
l alanine,0.3985
alanine aminotransferase,0.37836878799999996
alanine transaminase,0.386661066
alanine transaminase,0.4365
alt,0.553459371
alt alanine aminotransferase,0.4365
alts,0.4365
glutamate pyruvate transaminase,0.4365
glutamic pyruvic transaminase,0.4365
glutamic pyruvic transaminase,0.4898
gpt,0.39273791399999997
gpts,0.4365
s alat,0.4365
sgpt,0.372813835
transaminase glutamic pyruvic,0.4365
alaska,0.793651298
albendazole,0.164424452
alberta,0.755905425
albinism,0.45464912700000004
albinisms,0.4625
albinismus,0.4625
albino,0.421430435
albinos,0.4625
albumin,0.42938332100000004
albumins,0.50995
albuminuria,0.379356184
albuterol,0.36117856200000004
salbutamol,0.21655781100000002
alcaligenes,0.066453169
adh,0.419311341
adhs,0.4199
alcohol dehydrogenase,0.586720653
alcohol dehydrogenase,0.4199
alcohol dehydrogenases,0.4199
dehydrogenase alcohol,0.4199
alcohol consumption,0.8967645540000001
alcohol drink,0.914131076
alcohol drinking,0.69175405
alcohol ingestion,1.0
alcohol use,0.919157337
alcohol uses,1.0
consumption alcohol,1.0
drink alcohol,0.8846152829999999
drinking,0.91682534
drinking alcohol,0.8846152829999999
use alcohol,1.0
alcohol withdrawal delirium,0.4443
delerium tremens,0.183708834
deleriums tremens,0.4443
delirium tremen,0.4443
delirium tremens,0.25189887899999996
deliriums tremens,0.4443
dts,0.5449
alcohol,0.821077222
alcohol ethyl,0.572200359
dehydrated alcohol,0.561625454
ethanol,0.47735971299999996
ethanols,0.538239569
ethyl alcohol,0.608023738
etoh,0.49023323
grain alcohol,0.577822846
alcohol wood,0.1936
carbinol,0.09715043300000001
methanol,0.34514134
methyl alcohol,0.1936
wood alcohol,0.1936
n propanol,0.2431
propanol,0.278192736
propyl alcohol,0.2431
alcoholic beverages,0.4536
alcoholic drinking,0.6146
alcoholic drinks,0.6146
alcoholics beverages,0.6146
acute alcohol intoxication,1.0
alcohol intoxication,0.810805365
alcoholic intoxication,1.0
drunk,0.7497100990000001
drunkenness,0.5
drunks,1.0
heavy drinker,1.0
inebriation,1.0
intoxication alcohol,1.0
aa,0.639580532
alcoholic anonymous,0.4741
alcoholics anonymous,0.646791864
alcoholics anonymous,0.4741
addiction alcohol,1.0
alcohol addiction,0.844352065
alcohol dependence,0.87303556
alcohol dependence syndrome,1.0
alcohol dependences,1.0
alcohol dependency,1.0
alcoholism,0.954077222
alcoholism chronic,1.0
alcoholism chronic disorders,1.0
alcoholism disorders,1.0
alcoholisms,1.0
chronic alcoholism,1.0
dependence alcoholism alcohol,1.0
dipsomania,0.5
disorder alcoholism,1.0
alcohol,0.823510555
alcohol substance,0.586065379
alcohols,0.785265833
class of chemical alcohols,0.6083
aldehyde,0.183931447
aldehydes,0.0
aldehyde reductase,0.0259
aldose reductase,0.065963726
aldosterone,0.34022013100000004
alexia,0.12311257
alexithymia,0.136350744
alfalfa,0.468091465
alfentanil,0.16279178
alfentanyl,0.1685
alga,0.6369
algae,0.692010275
algae organisms,0.6369
algas,0.6369
blue green algae,0.595687913
blue green algae,0.4981
cyanobacteria,0.65
cyanophyta,0.4981
green algae,0.640987989
alginates,0.0
algorithm,0.494135347
algorithms,0.5962568979999999
alien,0.492831478
aliens,0.56575
alkali,0.446333031
alkalies,0.74085
alkalis,0.622
alkalising,0.622
alkaly,0.622
alkaline phosphatase,0.433346525
alkaline phosphatase,0.4385
alkaline phosphatases,0.4385
phosphatase alkaline,0.4385
phosphatase alkaline alp,0.4385
phosphomonoesterase,0.4385
alkaloid,0.320359697
alkaloids,0.34963979799999995
alkalose,0.5009
alkaloses,0.5009
alkalosis,0.357344793
alkalosis respiratory,0.5028
alkalosys respiratory,0.5028
respiratory alkalosis,0.470342494
alcaptonuria,0.4511
alkaptonuria,0.433284692
sulfonate,0.16956806100000002
sulfonated,0.2634
sulfonates,0.2634
agents alkylating,0.0996
alkylating agent,0.0996
alkylating agents,0.39427753200000004
alkylating drug,0.0996
alkylating drugs,0.0996
alkylation,0.1977
allantoin,0.130491016
allele,0.266293883
alleles,0.38459592200000003
allergen,0.541637764
